RowID,Contents,Parents,Color
darkaqua,"((""vibrantaqua"", 5),(""dullblue"", 5))","(""wavygray"",""plaidgreen"",""shinyturquoise"",""drabmagenta"",""vibrantmagenta"",""plaidblue"",""dullfuchsia"",""darkbrown"",""vibrantlavender"")","(B=123,G=204,R=105,A=255)"
palecoral,"((""mirroredolive"", 3),(""fadedblue"", 5),(""dimbeige"", 3))","(""lightplum"",""poshplum"",""darkbeige"",""drabolive"",""mirroredmagenta"",""dullchartreuse"",""shinyred"",""dottedgold"",""lightyellow"")","(B=14,G=245,R=123,A=255)"
stripedcoral,"((""shinyfuchsia"", 4),(""plaidbrown"", 1),(""brightturquoise"", 2),(""vibrantblue"", 1))",,"(B=242,G=74,R=92,A=255)"
paleturquoise,"((""dullgreen"", 3),(""dimred"", 1))","(""dottedsalmon"",""brightfuchsia"")","(B=210,G=168,R=216,A=255)"
paleteal,"((""mirroredgreen"", 3),(""fadedviolet"", 1),(""vibrantgreen"", 3))","(""stripedbrown"",""poshyellow"",""dottedtan"")","(B=194,G=171,R=85,A=255)"
wavybeige,"((""brighttomato"", 1),(""dullolive"", 2),(""dottedviolet"", 3))","(""palelavender"")","(B=23,G=244,R=179,A=255)"
darkorange,"((""poshsalmon"", 2),(""clearbronze"", 1))",,"(B=159,G=219,R=159,A=255)"
shinytomato,"((""draborange"", 5),(""dullcrimson"", 3),(""cleartan"", 4),(""fadedblue"", 5))","(""brightcyan"",""dottedplum"",""plaidolive"",""stripedindigo"",""palepurple"",""mutedgray"",""darkmaroon"")","(B=242,G=132,R=204,A=255)"
mirroredfuchsia,"((""brightmaroon"", 2),(""dimbeige"", 2),(""mutedgold"", 3),(""stripedbrown"", 4))",,"(B=199,G=183,R=229,A=255)"
clearcoral,"((""dimbrown"", 5),(""drablavender"", 1),(""dulllime"", 3))","(""clearpurple"")","(B=66,G=226,R=242,A=255)"
clearwhite,"((""clearviolet"", 2),(""dullbeige"", 5),(""vibrantaqua"", 3),(""dullblue"", 4))","(""vibrantwhite"",""mutedchartreuse"")","(B=92,G=220,R=253,A=255)"
dullmaroon,"((""dimsalmon"", 5),(""dimsilver"", 4),(""darkmagenta"", 3))","(""dottedindigo"")","(B=219,G=90,R=186,A=255)"
drabsilver,"((""fadedblue"", 5),(""wavychartreuse"", 5),(""dullcrimson"", 5),(""mutedyellow"", 5))","(""paleyellow"",""drabblue"",""vibrantolive"",""darkviolet"",""mutedolive"",""dullviolet"",""mirroredpurple"",""dullbronze"",""paleplum"")","(B=195,G=24,R=151,A=255)"
fadedsalmon,"((""wavyolive"", 4),(""mirroredsalmon"", 3),(""plaidviolet"", 1))","(""fadedbrown"",""darkplum"",""lightred"")","(B=137,G=141,R=149,A=255)"
drabsalmon,"((""dullmagenta"", 4),(""mutedteal"", 5))","(""brightchartreuse"")","(B=234,G=116,R=241,A=255)"
lightyellow,"((""palecoral"", 1),(""dimturquoise"", 4),(""mirroredmaroon"", 4))","(""wavybrown"",""stripedsalmon"",""mirroredgray"",""mirroredtomato"",""lightmaroon"",""darkolive"",""darktomato"")","(B=96,G=77,R=68,A=255)"
plaidcrimson,"((""darkviolet"", 3),(""dullgray"", 2))",,"(B=14,G=165,R=253,A=255)"
darktomato,"((""poshteal"", 1),(""poshlavender"", 1),(""dimcyan"", 5),(""lightyellow"", 4))",,"(B=202,G=253,R=207,A=255)"
dimchartreuse,"((""mutedplum"", 5),(""vibrantaqua"", 4))",,"(B=104,G=219,R=206,A=255)"
mirroredwhite,"((""dullgold"", 5),(""mutedlavender"", 5),(""dullcrimson"", 2))","(""poshtomato"",""fadedpurple"",""clearmaroon"",""darkmaroon"",""wavychartreuse"",""vibrantchartreuse"")","(B=103,G=158,R=75,A=255)"
dottedblue,"((""mutedorange"", 3))","(""mutedgreen"",""dullteal"",""clearbronze"",""plaidsilver"",""clearyellow"",""shinyyellow"",""plaidteal"",""plaidaqua"",""fadedgreen"")","(B=231,G=160,R=77,A=255)"
mirroredolive,"((""poshcrimson"", 5),(""fadedblue"", 3))","(""mirroredbronze"",""mirroredred"",""dottedplum"",""stripedindigo"",""clearorange"",""palepurple"",""drabturquoise"",""shinyteal"",""fadedchartreuse"",""brightmaroon"",""drabblack"",""fadedviolet"",""palecoral"")","(B=204,G=173,R=94,A=255)"
dimmaroon,"((""wavyaqua"", 5),(""fadedviolet"", 5),(""dullcrimson"", 2),(""poshlavender"", 2))","(""drablime"",""mutedcoral"",""plaidcoral"",""plaidred"",""shinyblack"",""lightred"")","(B=200,G=68,R=40,A=255)"
shinyindigo,"((""dulllavender"", 5),(""lightwhite"", 1))","(""plaidsalmon"")","(B=174,G=30,R=158,A=255)"
wavychartreuse,"((""mirroredwhite"", 3),(""drabchartreuse"", 2),(""mutedorange"", 5),(""dullcrimson"", 4))","(""stripedblue"",""drabsilver"")","(B=235,G=23,R=125,A=255)"
stripedorange,"((""shinysalmon"", 4))",,"(B=159,G=106,R=148,A=255)"
dullgreen,"((""mutedgray"", 4),(""drabgray"", 4),(""clearyellow"", 3))","(""poshplum"",""darkbeige"",""lightbrown"",""paleturquoise"")","(B=219,G=146,R=145,A=255)"
paleorange,"((""poshturquoise"", 5),(""lightbeige"", 3),(""brightaqua"", 3),(""dimbronze"", 5))","(""poshbronze"")","(B=244,G=57,R=189,A=255)"
dimtomato,"((""brightbrown"", 3))","(""shinyorange"",""darkmagenta"",""paleindigo"",""dottedchartreuse"",""palewhite"",""brightindigo"",""fadedindigo"")","(B=33,G=11,R=216,A=255)"
dullbronze,"((""brightplum"", 1),(""wavyred"", 3),(""drabsilver"", 2))","(""wavysalmon"",""dottedorange"",""mirroredorange"",""lighttan"",""fadedplum"")","(B=45,G=227,R=92,A=255)"
wavyblue,"((""dullcrimson"", 3),(""lightblue"", 4))","(""mirroredcrimson"",""clearlavender"",""stripedred"",""vibrantgreen"",""shinybronze"",""vibrantteal"",""shinyred"",""shinysalmon"",""shinygreen"",""fadedgray"")","(B=255,G=121,R=46,A=255)"
clearblue,"((""dimgold"", 1),(""darkcrimson"", 4),(""lightgray"", 2),(""mutedolive"", 4))","(""drabbrown"",""dulllavender"",""stripedcrimson"",""darkpurple"",""dullviolet"",""wavyindigo"",""brightgold"")","(B=199,G=170,R=187,A=255)"
clearturquoise,"((""mutedlime"", 1),(""fadedturquoise"", 2),(""plaidlavender"", 4))","(""stripedteal"")","(B=237,G=167,R=122,A=255)"
darkbrown,"((""dullgold"", 3),(""brightcyan"", 5),(""dullbrown"", 2),(""darkaqua"", 3))","(""lightorange"",""plaidblue"",""vibrantgold"",""vibrantpurple"")","(B=96,G=77,R=157,A=255)"
plaidlime,"((""dottedpurple"", 3),(""plaidblue"", 1),(""brightsilver"", 3),(""vibrantchartreuse"", 1))","(""dullcoral"")","(B=15,G=223,R=129,A=255)"
mirroredcoral,"((""plaidolive"", 2))","(""shinybeige"")","(B=100,G=99,R=83,A=255)"
vibrantfuchsia,"((""lightindigo"", 3))","(""plaidtomato"")","(B=250,G=187,R=19,A=255)"
dimbeige,"((""mutedlavender"", 1),(""lightblue"", 3))","(""vibrantmaroon"",""wavytomato"",""clearbronze"",""palepurple"",""shinygold"",""vibrantsalmon"",""wavyblack"",""shinyfuchsia"",""darkolive"",""palecoral"",""mirroredfuchsia"",""paleplum"")","(B=184,G=33,R=36,A=255)"
wavyorange,"((""dottedteal"", 5),(""dullmagenta"", 3),(""clearchartreuse"", 4),(""shinyviolet"", 5))",,"(B=175,G=9,R=160,A=255)"
vibrantlavender,"((""vibrantorange"", 3),(""darkaqua"", 1))","(""mirroredturquoise"")","(B=143,G=233,R=196,A=255)"
mirroredaqua,"((""drabblue"", 4))","(""brightteal"",""brighttan"",""drabyellow"",""shinysalmon"")","(B=163,G=113,R=154,A=255)"
fadedgray,"((""wavyblue"", 1),(""vibrantyellow"", 2),(""lightmagenta"", 1))","(""dullcyan"")","(B=181,G=170,R=152,A=255)"
darkgreen,"((""wavyred"", 2))","(""shinybrown"",""dullcyan"",""mutedsalmon"",""wavytan"",""fadedcyan"")","(B=97,G=157,R=215,A=255)"
darkred,"((""drabmagenta"", 5),(""brightlime"", 3))","(""fadedmaroon"",""clearlavender"")","(B=142,G=142,R=33,A=255)"
darksalmon,"((""stripedindigo"", 2),(""wavylavender"", 5),(""dimfuchsia"", 1),(""dimyellow"", 5))","(""dimcrimson"",""poshgold"")","(B=195,G=204,R=71,A=255)"
wavylime,"((""stripedplum"", 2),(""fadedbrown"", 3))",,"(B=243,G=179,R=250,A=255)"
mutedviolet,"((""fadedtomato"", 1))",,"(B=230,G=226,R=98,A=255)"
fadedbronze,"((""dimgray"", 2),(""mutedgray"", 3))","(""fadedblack"",""dottedplum"",""dottedmagenta"",""dullbrown"",""drabpurple"")","(B=200,G=242,R=95,A=255)"
vibrantbeige,"((""stripedbrown"", 5),(""dulllime"", 5))","(""poshsilver"",""paletomato"",""plaidbronze"")","(B=191,G=93,R=166,A=255)"
dottedcoral,"((""shinybrown"", 4),(""brightsilver"", 1),(""clearyellow"", 2))",,"(B=249,G=240,R=108,A=255)"
plaidmaroon,"((""shinymagenta"", 3),(""fadedtomato"", 3))",,"(B=116,G=149,R=179,A=255)"
dimolive,"((""lightbrown"", 3))","(""paleolive"")","(B=236,G=175,R=200,A=255)"
paleplum,"((""paletan"", 4),(""drabsilver"", 1),(""dimbeige"", 3))","(""mutedtomato"",""dullred"",""dullsilver"",""fadedtan"")","(B=182,G=193,R=19,A=255)"
vibrantchartreuse,"((""mirroredwhite"", 4),(""mutedorange"", 2),(""poshmagenta"", 2))","(""palelime"",""plaidlime"")","(B=225,G=12,R=116,A=255)"
fadedindigo,"((""brightbrown"", 3),(""dimtomato"", 3))","(""darkbronze"",""dottedpurple"",""vibrantblue"",""wavymaroon"",""dimcoral"")","(B=131,G=62,R=71,A=255)"
poshgold,"((""darksilver"", 3),(""mirroredgray"", 4),(""darksalmon"", 4),(""dimwhite"", 1))",,"(B=85,G=228,R=118,A=255)"
lightlavender,"((""darkcyan"", 2))","(""poshwhite"")","(B=62,G=0,R=106,A=255)"
plaidsalmon,"((""dottedgreen"", 2),(""shinyindigo"", 4),(""brightbrown"", 5))",,"(B=17,G=226,R=150,A=255)"
wavywhite,"((""dimlavender"", 2),(""fadedteal"", 3),(""dulltan"", 2),(""draborange"", 3))","(""darkindigo"",""vibranttomato"",""lightsilver"")","(B=24,G=75,R=255,A=255)"
plaidplum,"((""vibrantyellow"", 1))","(""dullblack"")","(B=49,G=55,R=26,A=255)"
poshtan,"((""dullorange"", 2),(""paleviolet"", 4),(""shinybrown"", 2))","(""poshorange"")","(B=117,G=222,R=96,A=255)"
lightred,"((""dimmaroon"", 4),(""fadedsalmon"", 4),(""plaidpurple"", 5))",,"(B=121,G=222,R=102,A=255)"
dottedbeige,"((""shinyfuchsia"", 2),(""fadedcyan"", 3),(""mirroredred"", 5),(""drabturquoise"", 3))",,"(B=250,G=117,R=140,A=255)"
drabpurple,"((""brightcyan"", 3),(""fadedbronze"", 1),(""lightplum"", 3),(""dullfuchsia"", 1))","(""palegray"",""mirroredbeige"",""brighttomato"",""poshlime"",""dimblue"",""mirroredchartreuse"",""mutedcoral"")","(B=141,G=26,R=189,A=255)"
brightbrown,"((""dottedgreen"", 2),(""cleartan"", 4),(""wavyred"", 3))","(""dullgray"",""plaidtan"",""mutedwhite"",""drabyellow"",""dimtomato"",""fadedindigo"",""plaidsalmon"")","(B=251,G=174,R=254,A=255)"
